Q7_1,Q8,Q10,Q29,Q6,,
7,"Readings,Reading responses/Canvas posts/etc.,Papers","This is an advanced philosophy seminar. Each student is an equal participant, and the discussions take place at a very high level. That said, it is not impossible, and the instructor makes sure no one is left out of the conversation.",The instructor engaged students admirably well and explained concepts quite clearly. ,1,FALSE,0
7,"Quizzes,Exams (in-class),Labs,Projects (individual)","This course is really great and enjoyable, thanks to prof. Malte! He was so passionate and engaging, he’s really great in visualizing the ideas to make it easy for students to understand. I would not hesitate to take any other course with him because I know he will make it perfect. But if you have taken cs33 I wouldn’t recommend taking this courss, because I took cs33 and I think the new things that I have learned were not that much. ","I think he is the best in the department and no one can beat him is explaining any concept no matter how complicated it was. He visualizes everything while explaining, making it easier to grasp the idea. ",1,FALSE,0
7,"Readings,Papers,Projects (group)",take it,very student-led,1,FALSE,0
7,"Homework (on paper),Exams (in-class),Projects (individual),Projects (group)","We didn't get a chance to fully learn from this course because of the semester going online, so this feedback might not prove to be as useful.",Bower is one of the best professors I have learnt from. Xu is a bit more straight-forward in his approach and might be a bit hard to follow sometimes.,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",JUST TAKE IT! Especially if Rohini’s teaching ,"All around great, a little slow at times. ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Exams (take-home),Projects (individual),Projects (group)","A technical, MBA-level course that seems most relevant to those wanting to pursue a career in the business world ","Very effective in prompting participation via class discussion (made up most of the class time), and conducting mini-lectures on topics relevant to cases (though more of these might have been useful)  ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Exams (in-class)",This course is super useful if you are interested in pre-med and neuro.,"Prof. Fallon crafted the research narrative around each disease, and then transitioned to clinical therapeutic strategies and developments which made each disease really interesting to learn about. He used Powerpoints, but usually explained the material thoroughly.",1,FALSE,0
7,"Readings,Quizzes,Projects (individual),Projects (group)","This class is pretty heavy in terms of work, but you will get a lot out of the material.","Professor Wessel was very receptive to student needs, but assigned a lot of work. Furthermore, he encouraged questions during the presentations, which I found to be helpful in my learning. I hope that in the future, Prof Wessel encourages more discussion that is not just question-based!",1,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class)",Hui Wang is what makes this course. Would probably have gotten a C without him. Go to his office hours!!!,His office hours,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers","Take it! You definitely get out of it what you put in, but the course is engaging and makes you think about the production of history itself. ","Professor Doumani was incredibly passionate about the course, inspiring similar excitement among the students. He encouraged open discussion. The readings could sometimes be dense and hard work to get through, but they always made you think critically and feel like what you were learning really mattered. ",1,FALSE,0
7,"Homework (online),Exams (in-class),Projects (individual)",Try to really focus on the projects. They will make or break your grade.,The instructor's teaching style was bland and tedious. The class itself seemed to be thrown together sloppily and reused lots of old material poorly.,1,FALSE,0
7,"Homework (on paper),Projects (group)",There is a lot of physics and math but Dr. Stein is phenomenal and very accommodating!,"He lectured while leaving much room for questions and in-class problem solving. His explanations of complicated concepts and the time allowed for questions were very helpful! Lecturing was unavoidably more difficult due to remote learning, however.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers",It's completely online.,"Prof. Egan structured the course like a treasure map, with modules at each stop along the way to the treasure. This gamified way of teaching and learning made the online course interesting and engaging. Although he also weaved a story into the course that we got bits and pieces of at each module, I feel that the story was not completely necessary and often crowded the announcement of the actual assignment itself. ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (take-home)","You don't need much prior understanding of US history or the Constitution to take this! As an international student with little prior knowledge, I felt adequately prepared.","Vorenberg is super engaging and passionate about the course material, particularly on the Civil War and readings from the 19th century.",1,FALSE,0
7,"Homework (on paper),Exams (take-home),Labs","Very interesting, very cool, very well taught.","Professor Mittleman uses PowerPoint slides that are honestly quite packed with information, so during class it’s usually most productive to just listen and jot down what he says in addition to what’s on the slides, and then go over the notes again later. The speed associated with PowerPoint lectures can be frustrating because you can’t write all of the notes in class, but the volume of material we covered justifies the lecture speed. If we went slower, we wouldn’t learn as much.",1,FALSE,0
7,"Homework (online),Labs,Projects (individual),Projects (group)",Probably more helpful to second-year (or higher) CS concentrators than first year,Engaging lecturer. Live-coding was sometimes hard to follow but Tim is very responsive to questions,1,FALSE,0
7,"Homework (online),Exams (take-home),Projects (individual),Projects (group)",the homeworks are very time consuming and graded very strictly,interesting lectures but slow pace. Some lectures felt kind of tedious but overall information was good,1,FALSE,0
7,"Readings,Homework (online),Quizzes,Papers,Exams (in-class),Labs,Projects (group)","the CURE lab was overwhelmingly not a class favorite, especially when done remotely. hopefully in a normal semester the lab will be less of a burden. the computational lab was a standout in that it was INCREDIBLY time consuming, frustrating, and memorable for the wrong reasons. yes, I did learn from it, but at what cost",victor is a very personable instructor. the most effective part of his teaching style is his familiarity with technology. slides are posted every day after class (the slides he wrote on during class) and online office hrs on twitch are viewable to anyone. the computational lab needs to be reworked to make the learning curve less steep. large class size and large classroom size also ineffective. should be maybe 20-30 ppl max to facilitate good discussion,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)","don't even try to take notes by hand, they go way too fast. ",It was helpful when they hinted at what was the most important to memorize ,1,FALSE,0
7,"Reading responses/Canvas posts/etc.,Homework (on paper),Quizzes,Projects (group)","The class is very fun, and there's a lot of interaction with other students in the class.",The instructor was very good at encouraging discussion and created an atmosphere that allowed the students to have a lot of fun and feel comfortable.,1,FALSE,0
7,"Homework (online),Quizzes,Exams (in-class),Labs,Projects (group)",CS 18 makes CS 17 worth it.,Kathi is the bomb.com. Absolute legend. She's the best CS teacher I've ever had and really wants students to understand the material so that they feel comfortable progressing with CS.,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs",it's amazing,Prof Kim facilitated really effective discussion. everyone's voice was important and welcomed. we could access theoretical conversations / topics through close readings of the literature (rather than assigned theoretical readings) which i really appreciated,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Projects (group)","The course reviewed methods of measuring mindfulness, but didn't assume any prior knowledge of the subject. This was problematic, as the religious traditions and cultural appropriation that define much of the movement in the west were not properly acknowledged in the classroom. Furthermore, Prof. Brewer was not responsive to implementing SEAS accommodations for my disability, and I asked on three different occasions before giving up. ","heavily discussion based. the structure of the class was always the same: brief meditation practice, presentation, small group discussion, large group discussion. good structure to the seminar, though prof. brewer always talks more than he realizes. He also played favourites a lot and dismissed many good ideas from students. Furthermore, no written feedback was given on weekly reading responses, and his feedback during the final paper process was sparse and, quite frankly, rudely dismissive of the experiences of racial minority and non-masculine writers.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Exams (in-class),Labs,Other (please describe)","It's possible to do well, but you have to put in a lot of time and effort (chem 0330 prepares you well for this amount of work and dedication). Set aside time to do some practice problems at least a couple times a week outside of class (TA packets were the key to success for me).","Zimmt moves pretty quickly, but he is very clear in lecture. He takes time to answer questions during and after class, and also held Q&A sessions outside of class. I found him to be a very good lecturer.",1,FALSE,0
7,Exams (in-class),"It won't kill your soul like orgo, but its not easy. Its a lot of memorization. Flashcard apps like Anki are very useful. A good class to take before taking the MCAT, they are cognizant that much of the class is pre med and focus on subjects that will come up on the MCAT. The class is very fair, I don't know of anyone who can logically argue that they got a grade they didn't deserve or that the proper resources weren't provided. ",Very clear and fair. There's an army of TAs in this class that can help as well. The most well-manned piazza I have ever seen. The efficiency of this class is insane. We would take exams at 2-5pm and the grades would be out on gradescope by 8pm the same day. ,1,FALSE,0
7,"Readings,Exams (in-class),Other (please describe)","There is a lot of work! You need to memorize every slide on each of the PowerPoints, because they are all fair game. ","I thoroughly enjoyed Professor Lapierre and Professor Saloman. However, Professor Deaconescu was not prepared for her lectures. She spent too much time trying to explain a concept, and skipped over later slides to compensate. Her teaching was not organized.",1,FALSE,0
7,"Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Exams (in-class),Exams (take-home)","This was the first time the course was run, it was interrupted by coronavirus, and the TAs were not particularly effective. Given these challenges, I hope that certain problem areas - such as confusing expectations towards the end of the course, a failure to share grade distributions until the end of the course, and somewhat inefficient use of class time - will improve with every semester. Even with these issues, I think that I would take this course again.","Relatively clear but largely because he was a very slow lecturer. This changed once we went online - lectures became much shorter - but when we were in-person, a lot of class time felt wasted. That being said, he was clear on the material covered and very receptive to student questions and concerns.",1,FALSE,0
7,"Homework (on paper),Exams (in-class)",Professor Kuo explains things very clearly and is a great professor!,"Professor Kuo was very clear in explaining things. The only thing was that I wish she would do more examples in class. Also, she would ask us questions about new material on the weekly homeworks sometimes before we went over the actual concepts in class (which was sort of confusing and frustrating).",1,FALSE,0
7,"Homework (on paper),Exams (in-class),Exams (take-home)","This is by far the best course I've taken at Brown. This course was nearly flawless. I learned an incredible amount, and Professor Harrison was incredibly friendly, clear, understanding, and knowledgable.","Professor Harrison is the best professor I've taken a class with at Brown. He was incredibly friendly, clear, understanding, and knowledgable. He made incredibly difficult concepts seem easy, and he helped his students truly understand the wide variety of important concepts throughout the course.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Projects (individual)","its fun and you don't  need to be a ""master artist"" to do well!","lecture through class, weekly reading with responses (completely manageable), projects every other week, and small sketch book assignments. The amount of student initiative and freedom with the projects/sketchbook assignments was very effective. Also the group critique of projects was really nice because students got a chance to see each others work and appreciate it.",1,FALSE,0
7,"Readings,Homework (on paper),Exams (take-home)","Biggest regret of my college career, worst part of my semester, did not learn anything, huge time drain, the front row of this class was always empty and half the students were doing their cs homework or doing other homework or eating lunch in class. Only take this if you absolutely need an ENGN credit to graduate and you want a class that won't completely consume your semester difficulty-wise. The final was incredibly long and took me 20 hours and was just terrible. I cannot tell you a single relevant thing I learned in lecture and every single homework and exam problem I learned and answered through google, and half of it is looking for obscure numbers or facts in the literature. The guest lecturers vary in quality, but some are cool.","Really rambly, not really clear, kind of has an accent, lecture slides not cohesive or informative, never understood the scope of any lecture, or the point, or the takeaway.",1,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class),Exams (take-home)","Your experience depends a lot on the professor. The readings are technically not required, but I found them very necessary as someone who is not a math whiz. Be warned there are proofs involved.","Prof. Usatine's passion for the subject will make linear enjoyable even if you hate math! You can really tell how much he enjoys teaching linear algebra. I felt the class was paced really well. He chose to teach the units out of order (compared the textbook and other sections of the class), and I am really happy with his decision because I think it helped my understanding of linear algebra lot! Also I thought the exams were very fair, they didn't try to trick you or anything.",1,FALSE,0
7,"Homework (on paper),Homework (online),Papers,Exams (in-class),Exams (take-home)",Professor Looper is incredible! She is really nice and a very engaging lecturer,"Professor Looper is incredibly engaging, welcomes questions and is responsive to the needs of students",1,FALSE,0
7,"Quizzes,Exams (in-class),Labs","This class is very hard, but can be rewarding if you make an effort. Prepare for struggle, hard work, anger at inability to understand material, and satisfaction when you do. You're in for quite a journey","Professor Morton was an effective instructor who explained material very clearly. He went through very helpful examples and effectively answered student questions. At times, he could spend a little less time on questions, however. ",1,FALSE,0
7,"Homework (online),Exams (in-class),Labs","Attend the GPS Practice sessions with Professor Morton, and the way to perform best in this class is to use the GPS packets and the online Sapling homework.","Although Professor Chen's first few lectures were rough, he really got his feet under him and made some impressive strides and became an effective lecturer.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Labs","I heard they're considering change the class a lot, so maybe my experience won't apply when the course is taught again. Also, if you're considering the course, look over the syllabus and the topic that are going to be covered to make sure they interest you. The class goes pretty in-depth into a niche subject (bioarchaeology and forensic anthropology), so just make sure the content is interesting. You don't need to be an anthropology concentrator necessarily (or archaeology), but you really need to be interested in the excavation of human remains. Me personally, the subject is my intended career path and so this class was essential for me. I really really loved it and it only cemented by decision to follow this path even more. If you liked ANTH 1720 Human Skeleton, and want to continue learning about human bones, what they can tell you, and what you can learn from them, TAKE THIS CLASS. In all honesty, 1720 is like the ""methods class"" where you just memorize the bones and become familiar with the skeleton, and 1750 is the applications of the methods and a discussion of what that knowledge is used for in the field.","Dr. C is amazing and so sweet! She clearly knows the subject extremely well and really wants the students to be passionate as she is for it, too. In discussions she was so encouraging and really wanted is to get into it. Because we were prepared for discussions (we did the readings and had good discussion questions lined up), discussions were rarely awkward. You could tell she really enjoyed the deep discussions we got into, and liked sharing her knowledge and answering our questions. She is also very accommodating and understanding, which was a huge help during quarantine.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (take-home)","It is a lot of work and it isn't easy, so I wouldn't really recommend it to non-concentrators, unless they are particularly interested in Russian history, since I really learned a lot and enjoyed the class, but it was a lot of work.","Professor Pollock is a really great teacher. Sometimes he spoke a bit too quickly, and he barely puts any information on his slides, so it's not that hard to miss some things he says, but he goes into great detail and it clearly extremely knowledgeable and passionate about the subject. He is also great at leaving time for questions in class and having office hours.",1,FALSE,0
7,"Homework (online),Quizzes,Papers,Exams (in-class),Labs,Projects (individual),Projects (group)",Don't take unless you're a concentrator,"Professor Victor is very nice and eager to help the students with numerous problems that came up (responsive to personal emails, willing to reschedule quizzes and exams for people with conflicts, helping people with lots of computational problems). He also held 8 office hours a week after we were all sent home, which was very helpful. However, his teaching style is sometimes very confusing because he talks himself into circles on confusing concepts and then later has to correct himself. In the beginning of the semester, we did more practice on examples in class, but later on there were very few examples shown that were not enough to prepare us for what we'd see on the PSETs and quizzes. If his explanations were more to the point, it might be less confusing. ",1,FALSE,0
7,"Homework (online),Exams (in-class),Exams (take-home)",Heavily proof based,"Hilarious and highly engaging, genuinely passionate about the material. However, did get off-topic quite a bit. Also wish he did more examples of formal proofs in class. ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)","Leo is really chill and will give generous extensions. Not much guidance will be given, and you'll just have to puzzle through it and try your best.","Leo often let the class out early. His lectures are sometimes too advanced for sophomores' prior knowledge, but you don't need to understand all of the high-level theory to write good lab reports.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers",Read as much as possible! It is all very valuable.,"Professor Golstein is really passionate about the material and has a great knowledge of Russian literature. His lecture were much of his own interesting opinions on the texts, along with important historical/cultural details. He encouraged discussion though the varying levels of background among the students in the class made that a little challenging. He provided thoughtful feedback, individually meeting with each of us to discuss our essays.",1,FALSE,0
7,"Readings,Homework (on paper),Quizzes,Exams (in-class),Exams (take-home),Labs","This class is a beautiful alternative for PHYS 0040: it has fewer people (around 20 in comparison to around 200 in PHYS 0040), which makes this class more private and enjoyable. There is no final exam (but three noncumulative mid-terms), which really does make you life brighter and easier. It is indeed a harder physics math-wise but it uses Calculus to explain physical phenomena, which makes sense given that Calculus was invented for physics purposes. I would honestly recommend to any human being taking PHYS 0060 because it explains more logically and coherently (instead of giving you formulas with no explanations to plug things in as in PHYS 0040) what you see in real life and it prepares you well for other science classes and improves your science thinking in general. Also (unlike PHYS 0040) your lab work counts and substitutes 20% of your final grade, which is a true blessing.","Professor Heintz was truly amazing. Despite his occasional sloppiness (forgetting to upload homework online or just messing with numbers on his slides), he is a beautiful human being in a sense that he is always seeking a feedback from the students and tries to improve his teaching as he goes. After the second midterm, for example, he collected feedback to adjust the difficulty and the style of the third exam as well as his way to deliver the content. He is truly passionate about physics and you can tell that he wants to share it with other people. He uses interesting demonstrations and is available for open and honest conversation about whatever at any moment. He uses cool pictures on his slides and has a great sense of humor.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Exams (in-class)",You learn a lot.,Herr Wildanger was systematic in his teaching of grammar and was knowledgable about the material.,1,FALSE,0
7,"Readings,Homework (online),Quizzes,Exams (in-class),Labs","It is not as scary as orgo seems when coming in. Make use of all the resources (office hours are very very very good, ta packets, review sessions, textbook problems) and try not to fall behind because new material is always coming.","The instructor was mostly lecture style using a blackboard and sometimes powerpoint supplements. Everything was pretty effective, especially the move to online learning because there were more sessions that were offered that could improve retention and understanding of certain concepts.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)","It's amazing! You'll learn a lot about legal history in the context of racial minorities, women, etc., and you'll learn a lot about American social and cultural history.",Prof Vorenberg was an amazing lecturer—he chose great examples and explained things clearly. His sense of humor also made class more enjoyable. I didn't find the Magic Mirror textbook as helpful as the other readings.,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",Professor Stein is an extremely valuable professor. This class is perfect for bio students who would like to explore more physics and physics students who would like to explore more biology. ,"Professor Stein was extremely good at explaining things. Exams were fair. Stein was always available for office hours, often shifting around his own schedule to accommodate us. Also took appointments after hours. I would highly recommend taking this course with him (but not other professors) .",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",THIS IS A FABULOUS COURSE AND PROFESSOR EGAN IS THE BEST!,Professor Egan gave great feedback and was super available for any question/comment/feedback students had. He really cares for each student as an individual and takes the time to get to know you.,1,FALSE,0
7,"Readings,Papers","If you intend to stay on top of all the readings and films, it will take a considerable amount of time each week. Some weeks may have a bit more reading if that week's reading is a long novel. ","Professor Weinstein is incredibly passionate about the content, and I felt that his passion was quite infectious. I think he was effective in making me think more deeply about the authors' intent and their texts.",1,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class),Labs",It is ALWAYS worthwhile to ask for points back on exams. ,"The lectures were humorous and often had personal or historical anecdotes, which I liked. Occasionally I found the instructor to be condescending in office hours. ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers","this is probably by favorite class I've taken so far, and I'll be trying to take classes with Weinstein for my last two semesters","He lectures to the class as one long monologue, but incredibly well thought-through and thought-provoking, definitely one of the best lecturers at Brown. I was in his discussion section, which was always well-led and engaging",1,FALSE,0
7,"Papers,Exams (in-class)",I took the class s/nc without any previous DEEPS classes. It was incredible interesting yet also difficult. I would highly recommend. ,"Jim was great. Happy to teach, engaging and always available for extra instruction. You get the sense that some professors truly love what they do and he is one of them. ",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Exams (in-class),Projects (individual)","Definitely remain engaged with the material, and find opportunities like Stammtisch to practice your German if possible!",Solass was an approachable instructor who was very open to questions.,1,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class)","The course covers very interesting topics, which you would enjoy learning about.","The instructor was very open and responsive to students' inquires and questions. The instructor also presented the material through lectures very clearly, logically and thoroughly. The material corresponded to content in the books, which was very helpful in doing problem sets and preparing for midterm and final.",1,FALSE,0
7,"Readings,Homework (on paper),Papers,Projects (individual),Projects (group)",I  signed up for this class on a whim. It ended up being the one of the best courses I took at Brown. The professor is very active in biotech and his wisdom shines through in every lecture and how he designed the course/assignments. I think this is a great primer for the scientist interested in an MBA or as a stand alone course. Even for thoughs looking to stay in academia knowing how the industry works is crucial.,He has through and his project made it feel very real. I looked forward to every session despite them being on the longer side.,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class),Projects (group)",This course gives a unique perspective to understand language and symbols,"The instructor presented the material well and used various types of presentation media in lecture (slides, videos, etc)",1,FALSE,0
7,"Homework (on paper),Quizzes,Exams (in-class),Projects (individual)",This is a great course to learn Hindi,The instructor is passionate about the material and engages well with the students,1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (group),Other (please describe)","Amazing class if you are interested in food, water, land use, agriculture, climate change, inequality, etc. But this class comes with a LOT of work so be prepared to do that","Dawn lectures in class half the time, the other half of the classes are guest lecturers and demonstrations. There is section every week as well. Dawn is wonderful, open, and encourages lots of discussion. Class can be a little slow sometimes and there is a lot of homework",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Other (please describe)",Takes a philosophical look at sexuality and sex so be prepared to come at it from that angle. ,"Readings and then short lecture/mostly discussion in class. They were very open and welcoming, but sometimes it felt hard to speak up in class.",1,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class),Projects (group)",For this course it is very helpful to have some background in statistics as statistical mechanics is a big part of the course.,"Professor Stein was an extremely enthusiastic teacher and liked to focus on the big ideas behind what we were learning, rather than intricate calculations. I thought he was an effective lecturer.",1,FALSE,0
7,"Readings,Quizzes,Papers,Exams (in-class),Labs","Chemistry 0350 is hard but doable if you put the work in. However, it is one of those classes where there are no shortcuts, you have to put the work in.",Professor Zimmt is one of the best professors that I've had at Brown. He is a very clear lecturer and goes through the course material clearly and concisely. He made the vast amount of material we had to learn in the course doable and explained all of it very well.,1,FALSE,0
7,"Homework (on paper),Exams (in-class),Exams (take-home),Projects (group)","A lot of work, a lot of fun.",Professor Bower was almost always available to answer questions and did so effectively and with passion. He was very accommodating to students' needs.,1,FALSE,0
7,"Readings,Quizzes,Exams (in-class),Exams (take-home),Labs",Do a lot of practice on your own. You won't score well without practice on your own time.,The instructor readily answered any questions effectively and precisely. The instructor provided a virtually limitless supply of practice problems.,1,FALSE,0
7,"Projects (individual),Projects (group)",You can do fine without having taken linear algebra if you are willing to be independent.,"Professor Tompkin was super engaged and excited. He tried to learn everyone's name, even in the large lecture setting. He presented the material effectively and had lots of demos to help cement the concepts. He also used various techniques for group discussion and understanding within the lecture. At times the course could be slightly disorganised but he was always available to resolve any issues we had.",1,FALSE,0
7,"Homework (on paper),Homework (online),Quizzes,Projects (individual)",Try not to procrastinate on homeworks (I did) - it leads to a lot of unnecessary stress.  Make sure to reference the slides from lecture and help slides when working on projects or homeworks.  They help a lot.,"Lecture using a powerpoint presentation.  I felt that lectures were not very substantive.  For example, I fell asleep in most lectures after the first few weeks, and took 20 minute naps in class quite often.  Yet I often felt that I didn't miss anything and could easily figure out what had happened.  Nonetheless, the presentation was clear and I appreciated that the professors gave us a motivation for why certain data-structure and algorithms are designed the way they are by walking us through faulty/bad implementations first.",1,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual),Other (please describe)",Do not take this class if you do not need to. It is graded qualitatively but the final grade is quantified with no explanation of why a particular grade was given. The professors are vague about their expectations and even when prompted still provide little to no insight on how you are doing in the class and how you will be graded.,The instructors care about the material but the delivery is so dry that it makes it hard to enjoy. Dr. Shield in particular can be unnecessarily sarcastic to students when answering questions.,1,FALSE,0
7,"Readings,Papers",This works out really well if you have a significant amount of coursework in urban studies in the US context and a self-directed line of inquiry to follow. Its not something to take on lightly!,Prof. Zipp is great.,1,FALSE,0
7,Other (please describe),"A good S/NC class for non-concentrators, but DEFINITELY will push you. Problem sets often took a lot of work and time",Professor was very invested in the success of his students. Would highly recommend,1,FALSE,0
7,"Exams (in-class),Labs",It is a lot of material but if you put the time in you will do good ,Stein is great,1,FALSE,0
7,"Readings,Exams (in-class),Labs","it is very time consuming to do well
not that hard to do okay 
but you need to really memorize and do a lot of work to get the A
sign up for group tutoring it's rly helpful ","he sometimes jumps into info and expects background knowledge that we dont have. clear lecturer tho, you just kind of need to rewatch lectures to understand",1,FALSE,0
7,"Readings,Quizzes,Exams (in-class)",It is a ton of work but super interesting! ,The instructors are very passionate and knowledgeable they go through most necessary material in lecture and what is missed is covered in section. ,1,FALSE,0
7,"Readings,Papers","The class has a weird curve based on how well you did compared to the rest of the class. Aren't many assignments, but that can make it more stressful.","Used powerpoint slides and lecture capture, it was helpful.",1,FALSE,0
7,Homework (on paper),Please shop different sections,"Jeremy's lectures were very based in theory and he didn't show many examples. He talks very technically, and can be difficult to understand without a prior math background.",1,FALSE,0
7,"Homework (on paper),Quizzes,Exams (in-class)",You'll learn a ton!,He is clear and has great lecture notes! Very effective lecturer.,1,FALSE,0
7,"Homework (on paper),Homework (online),Quizzes,Exams (in-class),Exams (take-home),Labs",,"Super receptive and flexible to student needs this semester, which is very much appreciated. A little disorganized lecture style, which could be frustrating at times.",1,1,1
7,"Homework (on paper),Exams (in-class),Exams (take-home)",,Prof Akopian is great and receptive to personal needs!,1,1,1
7,"Readings,Papers",,Jim is awesome and the nicest guy! ,1,1,1
7,"Readings,Homework (on paper),Exams (in-class)",,"This instructor was a very friendly and approachable person. However, it was his first year teaching the course I think, and it showed. 

His lectures were too quiet and his voice was quite monotone, making it difficult to hear and concentrate. After school went remote, he changed his mind over 5 times about how the course was going to be structured, which was extremely confusing. ",1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",,"The teacher is good at explaining the material but puts down people who answer questions incorrectly, which discourages participation.",1,1,1
7,"Homework (online),Quizzes,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",,Professor Fisler is an engaging and effective lecturer. She is kind and caring towards her students and obviously passionate about her class. Her use of the whiteboard helps bring a visual element into lecture and she always makes time to answer questions and clear confusion. ,1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Papers",,"Prof. Bush leads seminars well: he opens each class by introducing the material, which offers extremely helpful contextualization. He then leads exciting discussions that are inclusive and engaging. Weekly canvas posts are helpful in understanding the material, and the amount of assigned reading is reasonable. The syllabus is exciting and robust. ",1,1,1
7,"Homework (online),Quizzes,Exams (in-class),Labs,Projects (group)",,Very effective. Kathi is a great professor who understands student's needs but at the same time pushes you so you learn a lot about Computer Science.,1,1,1
7,"Readings,Homework (on paper),Exams (in-class),Labs",,"Ineffective, frankly. His lectures were well organized and I appreciated the way he wrote on the board systematically, but he was bad at engaging students and often felt condescending.",1,1,1
7,"Readings,Homework (on paper),Quizzes,Exams (in-class)",,The presentation of the material during lectures made it difficult to determine what material was useful for problems/applications and what material was a proof. ,1,1,1
7,"Homework (online),Exams (in-class),Exams (take-home)",,"filled with humor
",1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Exams (take-home)",This will likely be your most time consuming class in whatever semester you take it. It has definitely been my most writing and reading intensive course,,1,FALSE,1
7,"Readings,Homework (on paper),Exams (in-class)",,Professor Stratt's lectures are the most engaging stem lectures I've ever had. He masterfully weaves in jokes and I was never once bored. It's clear that he really cares about us understanding the whys behind the phenomena we studied and taught by building up from fundamentals. ,1,1,1
7,"Homework (on paper),Homework (online),Exams (in-class),Exams (take-home)",,"Sam has a nice, smooth voice, gives examples for early probability lessons but didn't provide many examples later on in the course. His lectures are generally theoretical in nature, he uses basic math notation, proofs, theorems, definitions, and properties to teach material. That's all great except that sometimes, his theoretical-based teaching doesn't help a lot when completing homework. 
He writes all his teaching content on a blackboard (or on an iPad with voiceovers during remote learning). His handwriting is a tad messy, so sometimes it's hard to tell what he wrote on the board. 
While the early units of discrete probability were interesting, a lot of the material was kind of math-heavy and a bit dry.",1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Papers,Projects (individual)",,Discussion based classes were effective in incorporating various interests students had.,1,1,1
7,"Readings,Papers,Projects (individual)",,"Professor Remensnyder demonstrated immense care for the students in the class, especially after the shift to online. Not only did she create an exciting class environment, but she also checked in with us each week during online courses to see how we were doing. I learned so much in this class and wish I could take another course with Professor Remensnyder. ",1,1,1
